symbol,date,price
GDP_sum,Jul 2008,12.01961716
GDP_sum,Aug 2008,12.79096593
GDP_sum,Sep 2008,12.83886305
GDP_sum,Oct 2008,13.02821022
GDP_sum,Nov 2008,11.59537853
GDP_sum,Dec 2008,11.21104844
GDP_sum,Jan 2009,12.266593
GDP_sum,Feb 2009,11.42043382
GDP_sum,Mar 2009,11.13346341
GDP_sum,Apr 2009,11.54270598
GDP_sum,May 2009,13.3768721
GDP_sum,Jun 2009,13.15508948
GDP_sum,Jul 2009,12.35049577
GDP_sum,Aug 2009,12.15688006
GDP_sum,Sep 2009,12.44379418
GDP_sum,Oct 2009,12.54067522
GDP_sum,Nov 2009,10.99483926
GDP_sum,Dec 2009,11.26269066
GDP_sum,Jan 2010,10.33513187
GDP_sum,Feb 2010,10.92268939
GDP_sum,Mar 2010,11.45809355
GDP_sum,Apr 2010,11.25997709
GDP_sum,May 2010,12.56358319
GDP_sum,Jun 2010,12.83741904
GDP_sum,Jul 2010,13.11260484
GDP_sum,Aug 2010,12.43544166
GDP_sum,Sep 2010,12.19259046
GDP_sum,Oct 2010,12.45223511
GDP_sum,Nov 2010,11.09991799
GDP_sum,Dec 2010,10.39148088
GDP_sum,Jan 2011,9.85282881
GDP_sum,Feb 2011,10.03931204
GDP_sum,Mar 2011,10.31895437
GDP_sum,Apr 2011,10.09565615
GDP_sum,May 2011,11.62556092
GDP_sum,Jun 2011,11.59922299
GDP_sum,Jul 2011,11.44579351
GDP_sum,Aug 2011,11.50960429
GDP_sum,Sep 2011,12.02498736
GDP_sum,Oct 2011,11.67511017
GDP_sum,Nov 2011,11.31113649
GDP_sum,Dec 2011,9.708416525
GDP_sum,Jan 2012,10.80868317
GDP_sum,Feb 2012,10.83520446
GDP_sum,Mar 2012,10.19180941
GDP_sum,Apr 2012,10.68092768
GDP_sum,May 2012,11.16963846
GDP_sum,Jun 2012,11.60939955
GDP_sum,Jul 2012,12.4671409
GDP_sum,Aug 2012,12.1922584
GDP_sum,Sep 2012,11.54083607
GDP_sum,Oct 2012,11.10825822
GDP_sum,Nov 2012,10.5583436
GDP_sum,Dec 2012,9.962156563
GDP_sum,Jan 2013,9.887369877
GDP_sum,Feb 2013,9.13926295
GDP_sum,Mar 2013,9.152608186
GDP_sum,Apr 2013,9.902254948
GDP_sum,May 2013,11.38349188
GDP_sum,Jun 2013,11.57954042
GDP_sum,Jul 2013,12.12796264
GDP_sum,Aug 2013,11.25733671
GDP_sum,Sep 2013,10.70813864
GDP_sum,Oct 2013,11.21827569
GDP_sum,Nov 2013,9.516018959
GDP_sum,Dec 2013,9.62933028
GDP_sum,Jan 2014,9.574994441
GDP_sum,Feb 2014,9.672121694
GDP_sum,Mar 2014,9.526529329
GDP_sum,Apr 2014,9.748243528
GDP_sum,May 2014,11.45814548
GDP_sum,Jun 2014,11.56948478
GDP_sum,Jul 2014,12.17314691
GDP_sum,Aug 2014,11.73653574
GDP_sum,Sep 2014,11.62790403
GDP_sum,Oct 2014,10.91396241
GDP_sum,Nov 2014,10.58342052
GDP_sum,Dec 2014,10.35602668
GDP_sum,Jan 2015,9.830951
GDP_sum,Feb 2015,9.809628
GDP_sum,Mar 2015,9.793947
GDP_sum,Apr 2015,10.400207
GDP_sum,May 2015,11.344104
GDP_sum,Jun 2015,11.664203
GDP_sum,Jul 2015,11.657128
GDP_sum,Aug 2015,10.968528
GDP_sum,Sep 2015,11.197444
GDP_sum,Oct 2015,10.718921
GDP_sum,Nov 2015,10.772818
GDP_sum,Dec 2015,9.835671
